SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender_Female,gender_Male,Partner_No,Partner_Yes,Dependents_No,Dependents_Yes,PhoneService_No,PhoneService_Yes,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaperlessBilling_No,PaperlessBilling_Yes,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn_No,Churn_Yes,tenure_in_years,tenure_group,monthly_charges_to_tenure_ratio,total_charges_per_month,charges_vs_avg_ratio,has_dependents,has_phone_service,has_internet_service,is_senior_citizen,total_services,has_premium_services,service_utilization_score,payment_risk_score,contract_Month-to-month_charges,contract_One year_charges,contract_Two year_charges,internet_DSL_charges,internet_Fiber optic_charges,internet_No_charges,estimated_clv,high_monthly_charges,low_tenure,high_risk_combination,customer_segment
0,27,55.45,1477.65,False,True,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,2.25,Medium,1.980357142857143,52.77321428571429,0.8557335387492018,False,True,1,0,2,1,2.5,2,0.0,55.45,0.0,55.45,0.0,0.0,1497.15,0,0,0,Low_Value_Loyal
0,24,70.3,1706.45,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,2.0,Medium,2.812,68.258,1.084906542363731,True,True,1,0,4,1,5.3,2,70.3,0.0,0.0,70.3,0.0,0.0,1687.1999999999998,0,0,0,Low_Value_Loyal
0,67,60.4,3953.7,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,5.583333333333333,Long,0.888235294117647,58.14264705882353,0.9321245399540448,True,True,1,0,3,1,4.5,1,0.0,0.0,60.4,60.4,0.0,0.0,4046.7999999999997,0,0,0,Low_Value_Loyal
0,16,72.65,1194.3,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,1.3333333333333333,Medium,4.273529411764706,70.25294117647059,1.1211729772791617,False,True,1,0,0,0,0.0,5,72.65,0.0,0.0,0.0,72.65,0.0,1162.4,0,0,0,Low_Value_New
0,23,55.8,1327.85,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,1.9166666666666667,Medium,2.3249999999999997,55.32708333333333,0.8611349226727765,False,True,1,0,2,1,2.2,2,0.0,55.8,0.0,55.8,0.0,0.0,1283.3999999999999,0,0,0,Low_Value_New
0,14,31.1,419.7,False,True,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,1.1666666666666667,Medium,2.0733333333333333,27.98,0.4799515429233575,False,False,1,0,1,1,1.0,4,31.1,0.0,0.0,31.1,0.0,0.0,435.40000000000003,0,0,0,Low_Value_New
0,1,21.0,21.0,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,0.08333333333333333,New,10.5,10.5,0.3240830354144858,True,True,0,0,0,0,0.0,5,21.0,0.0,0.0,0.0,0.0,21.0,21.0,0,1,0,Low_Value_New
1,1,45.1,45.1,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,0.08333333333333333,New,22.55,22.55,0.696006899866348,False,True,1,1,0,0,0.0,4,45.1,0.0,0.0,45.1,0.0,0.0,45.1,0,1,0,Low_Value_New
1,4,50.95,207.35,False,True,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,0.3333333333333333,New,10.190000000000001,41.47,0.7862871740175262,False,False,1,1,3,1,3.0,2,50.95,0.0,0.0,50.95,0.0,0.0,203.8,0,1,0,Low_Value_New
0,16,69.1,1083.7,False,True,True,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,1.3333333333333333,Medium,4.064705882352941,63.747058823529414,1.0663875117686175,True,True,1,0,3,1,3.5,5,69.1,0.0,0.0,69.1,0.0,0.0,1105.6,0,0,0,Low_Value_New
0,46,43.95,2007.85,True,False,False,True,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True,False,3.8333333333333335,Medium,0.9351063829787235,42.72021276595744,0.678259495546031,False,False,1,0,2,1,2.0,5,43.95,0.0,0.0,43.95,0.0,0.0,2021.7,0,0,0,Low_Value_Loyal
0,68,86.5,5882.75,False,True,True,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False,True,False,5.666666666666667,Long,1.2536231884057971,85.2572463768116,1.3349134553977628,True,True,1,0,5,1,6.3,1,0.0,0.0,86.5,86.5,0.0,0.0,5882.0,0,0,0,High_Value_Loyal
0,38,69.95,2657.55,False,True,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,3.1666666666666665,Medium,1.7935897435897437,68.1423076923077,1.0795051584401563,False,True,1,0,4,1,5.5,5,69.95,0.0,0.0,69.95,0.0,0.0,2658.1,0,0,0,Low_Value_Loyal
1,30,50.4,1527.5,False,True,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,2.5,Medium,1.6258064516129032,49.274193548387096,0.7777992849947658,False,True,1,1,1,1,1.0,3,50.4,0.0,0.0,50.4,0.0,0.0,1512.0,0,0,0,Low_Value_Loyal
1,5,78.95,378.4,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,0.4166666666666667,New,13.158333333333333,63.06666666666666,1.2183978879035073,False,True,1,1,1,1,1.0,5,78.95,0.0,0.0,0.0,78.95,0.0,394.75,0,1,0,Low_Value_New
0,17,90.95,1612.2,False,True,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,1.4166666666666667,Medium,5.052777777777778,89.56666666666666,1.403588193854642,False,True,1,0,3,1,3.2,2,90.95,0.0,0.0,0.0,90.95,0.0,1546.15,1,0,0,High_Value_New
0,4,19.9,76.65,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False,0.3333333333333333,New,3.9799999999999995,15.330000000000002,0.30710725736896505,True,True,0,0,0,0,0.0,2,0.0,0.0,19.9,0.0,0.0,19.9,79.6,0,1,0,Low_Value_New
0,12,20.15,260.7,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,1.0,New,1.5499999999999998,20.053846153846152,0.31096538874294705,False,True,0,0,0,0,0.0,4,0.0,20.15,0.0,0.0,0.0,20.15,241.79999999999998,0,0,0,Low_Value_New
0,72,90.6,6441.85,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,6.0,Long,1.2410958904109588,88.24452054794521,1.398186809931067,True,True,1,0,6,1,7.5,0,0.0,0.0,90.6,90.6,0.0,0.0,6523.2,1,0,0,High_Value_Loyal
0,3,92.0,266.8,False,True,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True,False,0.25,New,23.0,66.7,1.4197923456253663,False,True,1,0,2,1,2.0,5,92.0,0.0,0.0,0.0,92.0,0.0,276.0,1,1,1,High_Value_New
0,56,94.45,5124.6,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,4.666666666666667,Long,1.6570175438596493,89.90526315789474,1.4576020330903896,False,True,1,0,3,1,3.8,5,94.45,0.0,0.0,0.0,94.45,0.0,5289.2,1,0,0,High_Value_Loyal
0,41,24.85,962.25,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,3.4166666666666665,Medium,0.5916666666666667,22.910714285714285,0.3834982585738082,False,True,0,0,0,0,0.0,3,0.0,24.85,0.0,0.0,0.0,24.85,1018.85,0,0,0,Low_Value_Loyal
0,40,36.0,1382.9,False,True,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,3.3333333333333335,Medium,0.8780487804878049,33.72926829268293,0.5555709178534042,False,False,1,0,2,1,2.8,1,0.0,36.0,0.0,36.0,0.0,0.0,1440.0,0,0,0,Low_Value_Loyal
0,7,78.5,571.05,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True,False,0.5833333333333334,New,9.8125,71.38125,1.2114532514303398,False,True,1,0,5,1,6.3,5,78.5,0.0,0.0,78.5,0.0,0.0,549.5,0,1,0,Low_Value_New
0,69,19.95,1399.35,False,True,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,5.75,Long,0.285,19.990714285714283,0.3078788836437615,False,True,0,0,0,0,0.0,0,0.0,0.0,19.95,0.0,0.0,19.95,1376.55,0,0,0,Low_Value_Loyal
0,7,20.65,150.0,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,0.5833333333333334,New,2.58125,18.75,0.318681651490911,True,True,0,0,0,0,0.0,3,0.0,20.65,0.0,0.0,0.0,20.65,144.54999999999998,0,1,0,Low_Value_New
0,5,30.5,167.2,True,False,False,True,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,0.4166666666666667,New,5.083333333333333,27.866666666666664,0.47069202762580076,True,False,1,0,1,1,1.0,5,30.5,0.0,0.0,30.5,0.0,0.0,152.5,0,1,0,Low_Value_New
0,72,106.1,7657.4,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,6.0,Long,1.4534246575342464,104.8958904109589,1.6373909551179495,True,True,1,0,5,1,6.5,0,0.0,0.0,106.1,0.0,106.1,0.0,7639.2,1,0,0,High_Value_Loyal
0,44,20.5,865.05,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,3.6666666666666665,Medium,0.45555555555555555,19.223333333333333,0.31636677266652186,True,True,0,0,0,0,0.0,2,0.0,20.5,0.0,0.0,0.0,20.5,902.0,0,0,0,Low_Value_Loyal
0,65,95.5,6153.85,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,True,False,5.416666666666667,Long,1.446969696969697,93.24015151515152,1.473806184861114,False,True,1,0,3,1,3.2,4,0.0,95.5,0.0,0.0,95.5,0.0,6207.5,1,0,0,High_Value_Loyal
0,3,64.6,174.2,True,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,0.25,New,16.15,43.55,0.9969411470369419,False,True,1,0,2,1,2.8,5,64.6,0.0,0.0,64.6,0.0,0.0,193.79999999999998,0,1,0,Low_Value_New
0,24,51.1,1269.6,False,True,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,2.0,Medium,2.044,50.784,0.7886020528419154,False,True,1,0,1,1,1.8,2,51.1,0.0,0.0,51.1,0.0,0.0,1226.4,0,0,0,Low_Value_Loyal
0,44,84.8,3862.55,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,3.6666666666666665,Medium,1.8844444444444444,85.83444444444444,1.3086781620546855,False,True,1,0,2,1,2.2,3,84.8,0.0,0.0,0.0,84.8,0.0,3731.2,0,0,0,High_Value_Loyal
1,72,89.1,6352.4,True,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,6.0,Long,1.2205479452054793,87.01917808219177,1.3750380216871754,False,True,1,1,6,1,7.5,0,0.0,0.0,89.1,89.1,0.0,0.0,6415.2,0,0,0,High_Value_Loyal
0,24,54.95,1348.5,False,True,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,2.0,Medium,2.198,53.94,0.8480172760012378,False,True,1,0,2,1,3.3,5,54.95,0.0,0.0,54.95,0.0,0.0,1318.8000000000002,0,0,0,Low_Value_Loyal
0,1,50.9,50.9,False,True,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,0.08333333333333333,New,25.45,25.45,0.7855155477427298,False,True,1,0,1,1,1.2,4,50.9,0.0,0.0,50.9,0.0,0.0,50.9,0,1,0,Low_Value_New
0,22,20.45,471.55,False,True,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,1.8333333333333333,Medium,0.8891304347826087,20.502173913043478,0.3155951463917254,False,True,0,0,0,0,0.0,3,20.45,0.0,0.0,0.0,0.0,20.45,449.9,0,0,0,Low_Value_New
0,70,85.95,5931.75,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,5.833333333333333,Long,1.2105633802816902,83.54577464788733,1.3264255663750026,True,True,1,0,5,1,6.0,0,0.0,0.0,85.95,85.95,0.0,0.0,6016.5,0,0,0,High_Value_Loyal
0,25,60.35,1404.65,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,2.0833333333333335,Medium,2.3211538461538463,54.025000000000006,0.9313529136792484,True,True,1,0,1,1,1.0,5,60.35,0.0,0.0,60.35,0.0,0.0,1508.75,0,0,0,Low_Value_Loyal
0,37,19.8,726.1,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,True,False,False,False,True,False,3.0833333333333335,Medium,0.5210526315789474,19.107894736842105,0.3055640048193723,True,True,0,0,0,0,0.0,1,0.0,0.0,19.8,0.0,0.0,19.8,732.6,0,0,0,Low_Value_Loyal
1,22,85.35,1961.6,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,1.8333333333333333,Medium,3.710869565217391,85.28695652173913,1.3171660510774457,True,True,1,1,1,1,1.0,3,85.35,0.0,0.0,0.0,85.35,0.0,1877.6999999999998,0,0,0,High_Value_New
0,59,72.1,4194.85,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,True,False,False,False,True,False,4.916666666666667,Long,1.2016666666666667,69.91416666666667,1.112685088256401,True,True,1,0,3,1,4.0,1,0.0,0.0,72.1,72.1,0.0,0.0,4253.9,0,0,0,Low_Value_Loyal
0,49,99.8,4872.45,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True,4.083333333333333,Long,1.996,97.449,1.5401660444936038,True,True,1,0,3,1,3.2,5,99.8,0.0,0.0,0.0,99.8,0.0,4890.2,1,0,0,High_Value_Loyal
0,47,107.35,5118.95,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,True,False,False,False,False,True,3.9166666666666665,Medium,2.236458333333333,106.64479166666666,1.6566816119878593,True,True,1,0,4,1,5.0,3,107.35,0.0,0.0,0.0,107.35,0.0,5045.45,1,0,0,High_Value_Loyal
0,31,19.55,658.95,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,2.5833333333333335,Medium,0.6109375,20.5921875,0.30170587344539035,True,True,0,0,0,0,0.0,4,19.55,0.0,0.0,0.0,0.0,19.55,606.0500000000001,0,0,0,Low_Value_Loyal
0,1,81.05,81.05,False,True,False,True,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,0.08333333333333333,New,40.525,40.525,1.2508061914449558,True,True,1,0,1,1,1.0,5,81.05,0.0,0.0,0.0,81.05,0.0,81.05,0,1,0,High_Value_New
0,3,20.5,76.95,False,True,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,0.25,New,5.125,19.2375,0.31636677266652186,False,True,0,0,0,0,0.0,5,20.5,0.0,0.0,0.0,0.0,20.5,61.5,0,1,0,Low_Value_New
0,53,111.8,5809.75,True,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,True,False,4.416666666666667,Long,2.0703703703703704,107.58796296296296,1.7253563504447385,False,True,1,0,5,1,6.0,2,0.0,111.8,0.0,0.0,111.8,0.0,5925.4,1,0,0,High_Value_Loyal
0,1,20.2,20.2,False,True,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,0.08333333333333333,New,10.1,10.1,0.3117370150177434,False,True,0,0,0,0,0.0,4,20.2,0.0,0.0,0.0,0.0,20.2,20.2,0,1,0,Low_Value_New
0,20,19.7,415.9,False,True,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,1.6666666666666667,Medium,0.9380952380952381,19.804761904761904,0.3040207522697795,False,True,0,0,0,0,0.0,3,0.0,19.7,0.0,0.0,0.0,19.7,394.0,0,0,0,Low_Value_New
0,3,79.1,246.5,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,0.25,New,19.775,61.625,1.2207127667278963,False,True,1,0,2,1,2.5,5,79.1,0.0,0.0,0.0,79.1,0.0,237.29999999999998,0,1,0,Low_Value_New
0,51,19.85,996.95,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,4.25,Long,0.38173076923076926,19.172115384615385,0.3063356310941687,False,True,0,0,0,0,0.0,2,0.0,19.85,0.0,0.0,0.0,19.85,1012.35,0,0,0,Low_Value_Loyal
0,51,60.5,3145.15,True,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,4.25,Long,1.1634615384615385,60.48365384615385,0.9336677925036376,False,True,1,0,3,1,4.3,2,0.0,60.5,0.0,60.5,0.0,0.0,3085.5,0,0,0,Low_Value_Loyal
0,13,19.55,265.3,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False,1.0833333333333333,Medium,1.3964285714285716,18.95,0.30170587344539035,True,True,0,0,0,0,0.0,2,0.0,0.0,19.55,0.0,0.0,19.55,254.15,0,0,0,Low_Value_New
0,1,20.9,20.9,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,0.08333333333333333,New,10.45,10.45,0.322539782864893,False,True,0,0,0,0,0.0,4,20.9,0.0,0.0,0.0,0.0,20.9,20.9,0,1,0,Low_Value_New
0,1,21.05,21.05,False,True,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,0.08333333333333333,New,10.525,10.525,0.3248546616892822,True,True,0,0,0,0,0.0,4,21.05,0.0,0.0,0.0,0.0,21.05,21.05,0,1,0,Low_Value_New
0,63,71.5,4576.3,False,True,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,5.25,Long,1.1171875,71.5046875,1.1034255729588445,False,True,1,0,4,1,5.5,4,0.0,71.5,0.0,71.5,0.0,0.0,4504.5,0,0,0,Low_Value_Loyal
0,3,54.65,189.1,False,True,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,0.25,New,13.6625,47.275,0.8433875183524594,False,True,1,0,1,1,1.0,4,54.65,0.0,0.0,54.65,0.0,0.0,163.95,0,1,0,Low_Value_New
0,46,19.2,908.15,False,True,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,3.8333333333333335,Medium,0.4085106382978723,19.322340425531916,0.29630448952181554,False,True,0,0,0,0,0.0,0,0.0,0.0,19.2,0.0,0.0,19.2,883.1999999999999,0,0,0,Low_Value_Loyal
0,1,49.8,49.8,False,True,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,0.08333333333333333,New,24.9,24.9,0.768539769697209,False,True,1,0,0,0,0.0,2,49.8,0.0,0.0,49.8,0.0,0.0,49.8,0,1,0,Low_Value_New
0,8,25.5,215.2,False,True,True,False,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,0.6666666666666666,New,2.8333333333333335,23.91111111111111,0.3935294001461613,True,False,1,0,0,0,0.0,4,25.5,0.0,0.0,25.5,0.0,0.0,204.0,0,1,0,Low_Value_New
0,71,20.5,1500.95,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,True,False,False,False,True,False,5.916666666666667,Long,0.2847222222222222,20.84652777777778,0.31636677266652186,True,True,0,0,0,0,0.0,1,0.0,0.0,20.5,0.0,0.0,20.5,1455.5,0,0,0,Low_Value_Loyal
0,55,90.4,5099.15,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,True,False,4.583333333333333,Long,1.6142857142857143,91.05624999999999,1.3951003048318817,True,True,1,0,2,1,2.2,2,90.4,0.0,0.0,0.0,90.4,0.0,4972.0,1,0,0,High_Value_Loyal
0,70,90.25,6385.95,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,5.833333333333333,Long,1.2711267605633803,89.94295774647887,1.3927854260074926,False,True,1,0,3,1,4.0,2,0.0,90.25,0.0,0.0,90.25,0.0,6317.5,1,0,0,High_Value_Loyal
0,2,80.75,159.45,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,0.16666666666666666,New,26.916666666666668,53.15,1.2461764337961774,False,True,1,0,1,1,1.0,5,80.75,0.0,0.0,0.0,80.75,0.0,161.5,0,1,0,High_Value_New
0,67,104.6,6885.75,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,True,False,5.583333333333333,Long,1.538235294117647,101.26102941176471,1.6142421668740576,True,True,1,0,4,1,5.3,1,0.0,0.0,104.6,0.0,104.6,0.0,7008.2,1,0,0,High_Value_Loyal
0,65,91.85,5940.85,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,True,False,False,False,False,True,5.416666666666667,Long,1.3916666666666666,90.01287878787879,1.417477466800977,False,True,1,0,2,1,2.0,3,91.85,0.0,0.0,0.0,91.85,0.0,5970.25,1,0,0,High_Value_Loyal
0,14,50.2,668.85,False,True,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,1.1666666666666667,Medium,3.3466666666666667,44.59,0.7747127798955803,False,True,1,0,1,1,1.2,2,50.2,0.0,0.0,50.2,0.0,0.0,702.8000000000001,0,0,0,Low_Value_New
